255,208,232


255,208,232


255,176,216


255,160,208


255,144,200


255,128,192


255,96,176


255,80,168


255,64,160


255,32,144


255,0,128


224,0,112


192,0,96


144,0,72


112,0,56


80,0,40
80,0,80
40,0,80
0,0,80
0,27,80
0,53,80
0,80,80
0,80,40
0,80,0
48,80,0
80,80,0
80,60,0
80,40,0
80,20,0
80,0,0
0,0,0



